class,degree,degreeDesc,classMajor,classNum,degreeMajor,degreeType,degreeMajorRead,degreeFocus
RELS 0056,RELS-AB,Religious Studies - AB,RELS,0056,RELS,BA,Religious Studies,
RELS 0056,RELS-AB,Religious Studies - AB,RELS,0056,RELS,BA,Religious Studies,
RELS 0065,RELS-AB,Religious Studies - AB,RELS,0065,RELS,BA,Religious Studies,
RELS 0065,RELS-AB,Religious Studies - AB,RELS,0065,RELS,BA,Religious Studies,
RELS 0068,RELS-AB,Religious Studies - AB,RELS,0068,RELS,BA,Religious Studies,
RELS 0068,RELS-AB,Religious Studies - AB,RELS,0068,RELS,BA,Religious Studies,
RELS 0090J,RELS-AB,Religious Studies - AB,RELS,0090J,RELS,BA,Religious Studies,
RELS 0090J,RELS-AB,Religious Studies - AB,RELS,0090J,RELS,BA,Religious Studies,
RELS 0090K,RELS-AB,Religious Studies - AB,RELS,0090K,RELS,BA,Religious Studies,
RELS 0090K,RELS-AB,Religious Studies - AB,RELS,0090K,RELS,BA,Religious Studies,
RELS 0260,RELS-AB,Religious Studies - AB,RELS,0260,RELS,BA,Religious Studies,
RELS 0260,RELS-AB,Religious Studies - AB,RELS,0260,RELS,BA,Religious Studies,
RELS 0290D,RELS-AB,Religious Studies - AB,RELS,0290D,RELS,BA,Religious Studies,
RELS 0290D,RELS-AB,Religious Studies - AB,RELS,0290D,RELS,BA,Religious Studies,
RELS 0322,RELS-AB,Religious Studies - AB,RELS,0322,RELS,BA,Religious Studies,
RELS 0322,RELS-AB,Religious Studies - AB,RELS,0322,RELS,BA,Religious Studies,
RELS 0325,RELS-AB,Religious Studies - AB,RELS,0325,RELS,BA,Religious Studies,
RELS 0325,RELS-AB,Religious Studies - AB,RELS,0325,RELS,BA,Religious Studies,
RELS 0405,RELS-AB,Religious Studies - AB,RELS,0405,RELS,BA,Religious Studies,
RELS 0405,RELS-AB,Religious Studies - AB,RELS,0405,RELS,BA,Religious Studies,
RELS 0410,RELS-AB,Religious Studies - AB,RELS,0410,RELS,BA,Religious Studies,
RELS 0410,RELS-AB,Religious Studies - AB,RELS,0410,RELS,BA,Religious Studies,
RELS 0600B,RELS-AB,Religious Studies - AB,RELS,0600B,RELS,BA,Religious Studies,
RELS 0600B,RELS-AB,Religious Studies - AB,RELS,0600B,RELS,BA,Religious Studies,
RELS 0600C,RELS-AB,Religious Studies - AB,RELS,0600C,RELS,BA,Religious Studies,
RELS 0600C,RELS-AB,Religious Studies - AB,RELS,0600C,RELS,BA,Religious Studies,
RELS 0810,RELS-AB,Religious Studies - AB,RELS,0810,RELS,BA,Religious Studies,
RELS 0810,RELS-AB,Religious Studies - AB,RELS,0810,RELS,BA,Religious Studies,
RELS 0820,RELS-AB,Religious Studies - AB,RELS,0820,RELS,BA,Religious Studies,
RELS 0820,RELS-AB,Religious Studies - AB,RELS,0820,RELS,BA,Religious Studies,
RELS 0830,RELS-AB,Religious Studies - AB,RELS,0830,RELS,BA,Religious Studies,
RELS 0830,RELS-AB,Religious Studies - AB,RELS,0830,RELS,BA,Religious Studies,
RELS 0842,RELS-AB,Religious Studies - AB,RELS,0842,RELS,BA,Religious Studies,
RELS 0842,RELS-AB,Religious Studies - AB,RELS,0842,RELS,BA,Religious Studies,
RELS 0845,RELS-AB,Religious Studies - AB,RELS,0845,RELS,BA,Religious Studies,
RELS 0845,RELS-AB,Religious Studies - AB,RELS,0845,RELS,BA,Religious Studies,
RELS 0880E,RELS-AB,Religious Studies - AB,RELS,0880E,RELS,BA,Religious Studies,
RELS 0880E,RELS-AB,Religious Studies - AB,RELS,0880E,RELS,BA,Religious Studies,
RELS 0880F,RELS-AB,Religious Studies - AB,RELS,0880F,RELS,BA,Religious Studies,
RELS 0880F,RELS-AB,Religious Studies - AB,RELS,0880F,RELS,BA,Religious Studies,
RELS 1050A,RELS-AB,Religious Studies - AB,RELS,1050A,RELS,BA,Religious Studies,
RELS 1050A,RELS-AB,Religious Studies - AB,RELS,1050A,RELS,BA,Religious Studies,
RELS 1110,RELS-AB,Religious Studies - AB,RELS,1110,RELS,BA,Religious Studies,
RELS 1110,RELS-AB,Religious Studies - AB,RELS,1110,RELS,BA,Religious Studies,
RELS 1170B,RELS-AB,Religious Studies - AB,RELS,1170B,RELS,BA,Religious Studies,
RELS 1170B,RELS-AB,Religious Studies - AB,RELS,1170B,RELS,BA,Religious Studies,
RELS 1211,RELS-AB,Religious Studies - AB,RELS,1211,RELS,BA,Religious Studies,
RELS 1211,RELS-AB,Religious Studies - AB,RELS,1211,RELS,BA,Religious Studies,
RELS 1300,RELS-AB,Religious Studies - AB,RELS,1300,RELS,BA,Religious Studies,
RELS 1300,RELS-AB,Religious Studies - AB,RELS,1300,RELS,BA,Religious Studies,
RELS 1325B,RELS-AB,Religious Studies - AB,RELS,1325B,RELS,BA,Religious Studies,
RELS 1325B,RELS-AB,Religious Studies - AB,RELS,1325B,RELS,BA,Religious Studies,
RELS 1370B,RELS-AB,Religious Studies - AB,RELS,1370B,RELS,BA,Religious Studies,
RELS 1370B,RELS-AB,Religious Studies - AB,RELS,1370B,RELS,BA,Religious Studies,
RELS 1380A,RELS-AB,Religious Studies - AB,RELS,1380A,RELS,BA,Religious Studies,
RELS 1380A,RELS-AB,Religious Studies - AB,RELS,1380A,RELS,BA,Religious Studies,
RELS 1380B,RELS-AB,Religious Studies - AB,RELS,1380B,RELS,BA,Religious Studies,
RELS 1380B,RELS-AB,Religious Studies - AB,RELS,1380B,RELS,BA,Religious Studies,
RELS 1385,RELS-AB,Religious Studies - AB,RELS,1385,RELS,BA,Religious Studies,
RELS 1385,RELS-AB,Religious Studies - AB,RELS,1385,RELS,BA,Religious Studies,
RELS 1530D,RELS-AB,Religious Studies - AB,RELS,1530D,RELS,BA,Religious Studies,
RELS 1530D,RELS-AB,Religious Studies - AB,RELS,1530D,RELS,BA,Religious Studies,
RELS 1600B,RELS-AB,Religious Studies - AB,RELS,1600B,RELS,BA,Religious Studies,
RELS 1600B,RELS-AB,Religious Studies - AB,RELS,1600B,RELS,BA,Religious Studies,
RELS 1830A,RELS-AB,Religious Studies - AB,RELS,1830A,RELS,BA,Religious Studies,
RELS 1830A,RELS-AB,Religious Studies - AB,RELS,1830A,RELS,BA,Religious Studies,
RELS 0145,RELS-AB,Religious Studies - AB,RELS,0145,RELS,BA,Religious Studies,
RELS 0145,RELS-AB,Religious Studies - AB,RELS,0145,RELS,BA,Religious Studies,
RELS 0195,RELS-AB,Religious Studies - AB,RELS,0195,RELS,BA,Religious Studies,
RELS 0195,RELS-AB,Religious Studies - AB,RELS,0195,RELS,BA,Religious Studies,
RELS 0290E,RELS-AB,Religious Studies - AB,RELS,0290E,RELS,BA,Religious Studies,
RELS 0290E,RELS-AB,Religious Studies - AB,RELS,0290E,RELS,BA,Religious Studies,
RELS 0500,RELS-AB,Religious Studies - AB,RELS,0500,RELS,BA,Religious Studies,
RELS 0500,RELS-AB,Religious Studies - AB,RELS,0500,RELS,BA,Religious Studies,
RELS 0520,RELS-AB,Religious Studies - AB,RELS,0520,RELS,BA,Religious Studies,
RELS 0520,RELS-AB,Religious Studies - AB,RELS,0520,RELS,BA,Religious Studies,
RELS 0530,RELS-AB,Religious Studies - AB,RELS,0530,RELS,BA,Religious Studies,
RELS 0530,RELS-AB,Religious Studies - AB,RELS,0530,RELS,BA,Religious Studies,
RELS 0580,RELS-AB,Religious Studies - AB,RELS,0580,RELS,BA,Religious Studies,
RELS 0580,RELS-AB,Religious Studies - AB,RELS,0580,RELS,BA,Religious Studies,
RELS 1190,RELS-AB,Religious Studies - AB,RELS,1190,RELS,BA,Religious Studies,
RELS 1190,RELS-AB,Religious Studies - AB,RELS,1190,RELS,BA,Religious Studies,
RELS 1430,RELS-AB,Religious Studies - AB,RELS,1430,RELS,BA,Religious Studies,
RELS 1430,RELS-AB,Religious Studies - AB,RELS,1430,RELS,BA,Religious Studies,
RELS 1440,RELS-AB,Religious Studies - AB,RELS,1440,RELS,BA,Religious Studies,
RELS 1440,RELS-AB,Religious Studies - AB,RELS,1440,RELS,BA,Religious Studies,
RELS 1442,RELS-AB,Religious Studies - AB,RELS,1442,RELS,BA,Religious Studies,
RELS 1442,RELS-AB,Religious Studies - AB,RELS,1442,RELS,BA,Religious Studies,
ITAL 0600,ITAL-AB,Italian Studies - AB,ITAL,0600,ITAL,BA,Italian Studies,
ITAL 0550,ITAL-AB,Italian Studies - AB,ITAL,0550,ITAL,BA,Italian Studies,
ITAL 0560,ITAL-AB,Italian Studies - AB,ITAL,0560,ITAL,BA,Italian Studies,
ITAL 0750,ITAL-AB,Italian Studies - AB,ITAL,0750,ITAL,BA,Italian Studies,
ITAL 0751,ITAL-AB,Italian Studies - AB,ITAL,0751,ITAL,BA,Italian Studies,
ITAL 0950,ITAL-AB,Italian Studies - AB,ITAL,0950,ITAL,BA,Italian Studies,
ITAL 0951,ITAL-AB,Italian Studies - AB,ITAL,0951,ITAL,BA,Italian Studies,
ITAL 0981,ITAL-AB,Italian Studies - AB,ITAL,0981,ITAL,BA,Italian Studies,
ITAL 0985,ITAL-AB,Italian Studies - AB,ITAL,0985,ITAL,BA,Italian Studies,
ITAL 1000A,ITAL-AB,Italian Studies - AB,ITAL,1000A,ITAL,BA,Italian Studies,
ITAL 1000B,ITAL-AB,Italian Studies - AB,ITAL,1000B,ITAL,BA,Italian Studies,
ITAL 1000C,ITAL-AB,Italian Studies - AB,ITAL,1000C,ITAL,BA,Italian Studies,
ITAL 1000D,ITAL-AB,Italian Studies - AB,ITAL,1000D,ITAL,BA,Italian Studies,
ITAL 1000E,ITAL-AB,Italian Studies - AB,ITAL,1000E,ITAL,BA,Italian Studies,
ITAL 1000F,ITAL-AB,Italian Studies - AB,ITAL,1000F,ITAL,BA,Italian Studies,
ITAL 1000G,ITAL-AB,Italian Studies - AB,ITAL,1000G,ITAL,BA,Italian Studies,
ITAL 1010,ITAL-AB,Italian Studies - AB,ITAL,1010,ITAL,BA,Italian Studies,
ITAL 1020,ITAL-AB,Italian Studies - AB,ITAL,1020,ITAL,BA,Italian Studies,
ITAL 1029,ITAL-AB,Italian Studies - AB,ITAL,1029,ITAL,BA,Italian Studies,
ITAL 1030A,ITAL-AB,Italian Studies - AB,ITAL,1030A,ITAL,BA,Italian Studies,
ITAL 1310,ITAL-AB,Italian Studies - AB,ITAL,1310,ITAL,BA,Italian Studies,
ITAL 1320,ITAL-AB,Italian Studies - AB,ITAL,1320,ITAL,BA,Italian Studies,
ITAL 1340,ITAL-AB,Italian Studies - AB,ITAL,1340,ITAL,BA,Italian Studies,
ITAL 1350A,ITAL-AB,Italian Studies - AB,ITAL,1350A,ITAL,BA,Italian Studies,
ITAL 1350B,ITAL-AB,Italian Studies - AB,ITAL,1350B,ITAL,BA,Italian Studies,
ITAL 1360,ITAL-AB,Italian Studies - AB,ITAL,1360,ITAL,BA,Italian Studies,
